id,cpu_pct,pred_prob,pred_label,true_label
11,6.3,0.7484871745109558,1,1
15,6.4,0.8013011813163757,1,1
16,8.5,0.7881642580032349,1,1
18,0.0,0.5965667963027954,1,1
27,3.3,0.884755551815033,1,1
28,4.3,0.6735177636146545,1,1
34,5.4,0.5565615296363831,1,1
44,9.0,0.8007276058197021,1,1
57,9.4,0.632879376411438,1,1
71,20.0,0.908702552318573,1,1
75,3.6,0.07717009633779526,0,1
89,6.5,0.719650149345398,1,1
90,11.1,0.8163058757781982,1,1
115,13.3,0.9230802655220032,1,1
124,2.9,0.4514017403125763,0,1
126,11.8,0.3523913025856018,0,1
128,8.8,0.9212884902954102,1,1
129,7.1,0.7355003356933594,1,1
140,4.7,0.7968857288360596,1,1
143,7.1,0.8579001426696777,1,1
145,6.1,0.8038280606269836,1,1
147,2.1,0.8741824626922607,1,1
152,5.1,0.2112000733613968,0,1
154,34.5,0.6611390113830566,1,1
165,9.7,0.8964436054229736,1,1
170,0.0,0.6327115297317505,1,1
171,7.9,0.6657640337944031,1,1
183,5.8,0.7882357239723206,1,1
184,3.8,0.6533095836639404,1,1
186,29.5,0.9325421452522278,1,1
191,12.5,0.9339503049850464,1,1
194,8.3,0.9072678685188293,1,1
219,5.3,0.659720242023468,1,1
220,26.3,0.5700493454933167,1,1
223,1.3,0.5663880705833435,1,1
224,4.2,0.671363115310669,1,1
238,12.5,0.8797035813331604,1,1
240,41.5,0.763271152973175,1,1
242,0.0,0.7392972707748413,1,1
243,7.9,0.9033093452453613,1,1
244,5.6,0.9555551409721375,1,1
249,7.4,0.7533193230628967,1,1
256,3.5,0.6395927667617798,1,1
262,15.9,0.6566160917282104,1,1
264,3.8,0.6566160917282104,1,1
268,7.4,0.7009769082069397,1,1
270,3.7,0.9631212949752808,1,1
272,14.6,0.8274609446525574,1,1
273,1.7,0.9544134140014648,1,1
277,15.4,0.7815613150596619,1,1
279,2.9,0.9333345293998718,1,1
284,6.3,0.7240927219390869,1,1
287,7.3,0.9668470621109009,1,1
295,3.7,0.715368390083313,1,1
296,0.0,0.8335056304931641,1,1
297,38.8,0.60897296667099,1,1
298,6.9,0.5329691171646118,1,1
305,8.2,0.9236844778060913,1,1
307,34.3,0.9236844778060913,1,1
310,6.9,0.9236844778060913,1,1
312,6.8,0.9236844778060913,1,1
320,4.9,0.6666865348815918,1,1
322,17.8,0.06784093379974365,0,1
325,8.5,0.7535346150398254,1,1
339,4.3,0.7539907097816467,1,1
340,9.3,0.8435766100883484,1,1
344,4.5,0.8082378506660461,1,1
359,4.3,0.5391217470169067,1,1
365,11.4,0.6441423892974854,1,1
366,6.7,0.918753445148468,1,1
371,1.7,0.04024422913789749,0,1
375,4.1,0.8296775221824646,1,1
380,12.9,0.21527037024497986,0,1
387,8.9,0.6483216285705566,1,1
390,5.0,0.7327115535736084,1,1
404,6.2,0.37907013297080994,0,1
406,9.8,0.37907013297080994,0,1
419,8.0,0.13521212339401245,0,1
421,12.5,0.21527037024497986,0,1
422,12.5,0.21527037024497986,0,1
423,7.7,0.422559916973114,0,1
430,8.3,0.6991451978683472,1,1
441,1.6,0.2964783310890198,0,1
443,11.3,0.9839964509010315,1,1
452,20.3,0.6737415790557861,1,1
464,4.9,0.9333345293998718,1,1
470,1.8,0.08920416980981827,0,1
479,1.9,0.7690938115119934,1,1
480,12.8,0.7677562832832336,1,1
489,6.1,0.12692832946777344,0,1
490,14.9,0.33325135707855225,0,1
492,14.9,0.8546110987663269,1,1
494,0.0,0.7485482692718506,1,1
498,7.8,0.7108632922172546,1,1
501,20.0,0.6623708605766296,1,1
505,7.9,0.8042498826980591,1,1
506,6.7,0.46614405512809753,0,1
507,16.7,0.6788713932037354,1,1
519,17.1,0.8339933156967163,1,1
521,4.9,0.8698528409004211,1,1
526,17.2,0.08920416980981827,0,1
527,22.2,0.08920416980981827,0,1
529,5.5,0.7601519227027893,1,1
536,14.7,0.6606802940368652,1,1
553,7.7,0.7628260850906372,1,1
556,13.0,0.7628260850906372,1,1
558,2.4,0.934011697769165,1,1
584,34.8,0.8968477249145508,1,1
588,24.6,0.8369997143745422,1,1
589,9.9,0.3727833032608032,0,1
598,9.3,0.7788928151130676,1,1
599,2.9,0.7925117611885071,1,1
600,9.1,0.40812042355537415,0,1
607,8.8,0.7513930797576904,1,1
609,3.4,0.663794994354248,1,1
614,7.7,0.8026944398880005,1,1
615,14.3,0.4748935103416443,0,1
626,1.8,0.7968857288360596,1,1
627,16.7,0.8091980218887329,1,1
640,8.8,0.8085675835609436,1,1
643,30.0,0.6906332969665527,1,1
648,16.3,0.908702552318573,1,1
652,7.3,0.7498995065689087,1,1
656,44.4,0.8400112986564636,1,1
