id,cpu_pct,pred_prob,pred_label,true_label
264,7.7,0.17,0,1
265,0.0,0.0,0,1
266,4.7,0.0,0,0
267,3.9,0.03,0,0
268,7.3,0.31,0,1
269,5.3,0.1,0,1
270,9.4,0.08,0,1
271,6.0,0.12,0,1
272,12.1,0.0,0,0
273,4.3,0.0,0,0
274,2.2,0.0,0,0
275,2.9,0.0,0,1
276,3.1,0.04,0,0
277,2.5,0.0,0,0
278,16.0,0.03,0,1
279,5.4,0.0,0,0
280,4.3,0.0,0,0
281,1.6,0.0,0,0
282,6.2,0.11,0,1
283,3.4,0.0,0,0
284,11.8,0.0,0,0
285,1.6,0.06,0,0
286,0.0,0.04,0,0
287,25.8,0.29,0,1
288,7.7,0.04,0,1
289,8.1,0.16,0,1
290,4.2,0.06,0,1
291,3.2,0.0,0,0
292,0.0,0.01,0,0
293,9.4,0.0,0,0
294,3.6,0.05,0,1
295,3.1,0.0,0,0
296,8.3,0.0,0,0
297,2.2,0.01,0,0
298,4.2,0.0,0,0
299,16.9,0.14,0,1
300,16.9,0.0,0,0
301,8.9,0.0,0,0
302,7.5,0.0,0,1
303,3.5,0.0,0,0
304,5.0,0.03,0,1
305,4.1,0.05,0,1
306,7.1,0.02,0,0
307,6.8,0.0,0,0
308,1.8,0.0,0,0
309,3.4,0.04,0,1
310,0.0,0.0,0,0
311,3.1,0.0,0,0
312,7.0,0.0,0,0
313,4.5,0.0,0,0
314,5.2,0.1,0,0
315,2.9,0.1,0,1
316,2.5,0.0,0,0
317,4.9,0.08,0,1
318,5.5,0.0,0,0
319,3.1,0.07,0,0
320,13.3,0.05,0,0
321,3.2,0.0,0,0
322,1.6,0.03,0,1
323,4.3,0.0,0,0
324,14.8,0.0,0,0
325,10.5,0.07,0,0
326,7.2,0.07,0,0
327,6.9,0.07,0,1
328,16.7,0.0,0,0
329,1.5,0.0,0,0
330,4.4,0.05,0,1
331,3.2,0.32,0,1
332,18.5,0.22,0,1
333,15.2,0.15,0,1
334,6.3,0.09,0,1
335,50.0,0.09,0,0
336,6.3,0.31,0,1
337,6.2,0.07,0,1
338,100.0,0.0,0,0
339,2.5,0.0,0,0
340,0.0,0.34,0,1
341,0.0,0.0,0,0
342,5.0,0.01,0,0
343,2.1,0.28,0,1
344,6.6,0.0,0,0
345,1.3,0.01,0,0
346,0.0,0.06,0,1
347,1.3,0.09,0,1
348,4.9,0.01,0,0
349,3.2,0.01,0,0
350,0.0,0.0,0,0
351,6.8,0.0,0,0
352,17.2,0.0,0,1
353,6.8,0.14,0,1
354,26.9,0.06,0,1
355,66.7,0.07,0,0
356,4.4,0.0,0,1
357,5.4,0.0,0,0
358,3.2,0.0,0,1
359,2.1,0.0,0,0
360,7.5,0.31,0,1
361,0.0,0.21,0,1
362,0.0,0.0,0,0
363,0.0,0.0,0,1
364,6.0,0.0,0,0
365,0.6,0.0,0,0
366,7.5,0.02,0,0
367,7.9,0.0,0,0
368,7.1,0.0,0,0
369,8.7,0.03,0,1
370,56.2,0.09,0,1
371,27.9,0.05,0,1
372,19.0,0.0,0,0
373,14.5,0.11,0,1
374,6.5,0.17,0,1
375,26.7,0.0,0,1
376,22.7,0.0,0,0
377,36.7,0.01,0,0
378,12.3,0.29,0,1
379,11.8,0.11,0,1
380,18.9,0.34,0,1
381,13.5,0.01,0,0
382,8.9,0.01,0,0
383,21.6,0.23,0,1
384,9.7,0.27,0,1
385,7.8,0.0,0,1
386,3.0,0.0,0,0
387,3.8,0.0,0,0
388,3.9,0.18,0,1
389,12.2,0.19,0,1
390,6.1,0.04,0,1
391,6.0,0.01,0,0
392,12.5,0.0,0,0
393,3.4,0.11,0,1
394,4.9,0.0,0,1
395,3.1,0.0,0,0
396,0.0,0.0,0,0
397,5.4,0.0,0,0
398,8.2,0.34,0,1
399,1.5,0.12,0,1
400,3.2,0.34,0,1
401,6.1,0.19,0,1
402,2.9,0.0,0,0
403,4.8,0.02,0,0
404,6.0,0.03,0,0
405,46.2,0.1,0,1
406,3.9,0.12,0,1
407,5.2,0.16,0,1
408,3.1,0.0,0,0
409,9.7,0.31,0,1
410,7.7,0.05,0,1
411,3.9,0.01,0,0
412,1.6,0.0,0,1
413,1.9,0.32,0,1
414,1.4,0.0,0,0
415,10.5,0.0,0,0
416,6.8,0.0,0,0
417,2.4,0.0,0,1
418,6.1,0.0,0,1
419,9.5,0.0,0,0
420,10.2,0.07,0,0
421,3.7,0.0,0,0
422,1.5,0.19,0,1
423,1.5,0.06,0,1
424,3.2,0.02,0,0
425,0.0,0.0,0,0
426,0.0,0.0,0,0
427,1.5,0.0,0,0
428,4.8,0.33,0,1
429,1.5,0.05,0,0
430,6.3,0.02,0,0
431,4.7,0.28,0,1
432,1.5,0.35,0,1
433,4.5,0.13,0,1
434,5.1,0.0,0,1
435,3.3,0.0,0,0
436,0.0,0.0,0,1
437,4.8,0.0,0,0
438,7.6,0.04,0,1
439,2.6,0.14,0,1
440,3.0,0.0,0,0
441,3.8,0.0,0,0
442,9.2,0.0,0,0
443,26.2,0.03,0,0
444,2.8,0.03,0,1
445,0.0,0.03,0,1
446,14.7,0.0,0,0
447,0.0,0.0,0,0
448,2.0,0.01,0,0
449,0.0,0.14,0,1
450,0.0,0.34,0,1
451,3.3,0.22,0,1
452,5.1,0.0,0,0
453,5.0,0.06,0,1
454,2.9,0.01,0,0
455,0.0,0.11,0,1
456,1.4,0.03,0,1
457,0.0,0.26,0,1
458,7.2,0.0,0,0
459,0.0,0.06,0,1
460,3.1,0.04,0,1
461,0.0,0.0,0,0
462,2.2,0.0,0,0
463,24.3,0.32,0,1
464,0.0,0.0,0,0
465,4.3,0.0,0,0
466,4.3,0.0,0,0
467,3.6,0.0,0,0
468,2.1,0.27,0,1
469,0.0,0.12,0,1
470,2.9,0.04,0,1
471,4.9,0.06,0,1
472,4.3,0.05,0,1
473,3.1,0.0,0,0
474,4.9,0.0,0,0
475,0.0,0.05,0,1
476,4.7,0.0,0,0
477,1.7,0.0,0,0
478,5.2,0.02,0,0
479,3.5,0.0,0,1
480,2.2,0.08,0,0
481,1.8,0.24,0,1
482,3.3,0.08,0,1
483,4.9,0.03,0,1
484,4.5,0.0,0,1
485,7.1,0.03,0,1
486,1.8,0.0,0,0
487,0.0,0.0,0,0
488,1.6,0.06,0,1
489,1.9,0.0,0,1
490,10.1,0.23,0,1
491,1.8,0.08,0,1
492,5.9,0.0,0,0
493,0.0,0.0,0,0
494,0.0,0.0,0,0
495,3.0,0.04,0,1
496,3.7,0.02,0,0
497,0.0,0.0,0,0
498,7.9,0.29,0,1
499,5.0,0.26,0,1
500,1.9,0.0,0,0
501,4.8,0.07,0,0
502,4.6,0.01,0,0
503,0.0,0.0,0,0
504,3.3,0.01,0,0
505,6.1,0.12,0,1
506,30.0,0.32,0,1
507,9.0,0.0,0,0
508,1.6,0.0,0,0
509,6.1,0.34,0,1
510,3.4,0.02,0,1
511,1.0,0.18,0,1
512,7.1,0.0,0,1
513,6.5,0.0,0,0
514,7.9,0.0,0,0
515,7.1,0.01,0,0
516,4.2,0.02,0,1
517,3.1,0.0,0,0
518,4.0,0.0,0,0
519,12.1,0.04,0,1
520,15.6,0.0,0,0
521,6.8,0.05,0,0
522,3.5,0.0,0,0
523,3.3,0.29,0,1
524,10.3,0.18,0,1
525,6.8,0.09,0,1
526,2.7,0.04,0,1
527,12.7,0.15,0,1
528,7.0,0.0,0,0
529,15.9,0.0,0,1
530,2.5,0.31,0,1
531,6.2,0.05,0,1
532,8.5,0.0,0,0
533,5.3,0.1,0,1
534,1.5,0.0,0,0
535,4.2,0.37,0,1
536,9.5,0.0,0,0
537,8.3,0.05,0,0
538,100.0,0.04,0,1
539,28.2,0.04,0,1
540,14.8,0.0,0,0
541,6.8,0.0,0,0
542,55.6,0.29,0,1
543,21.4,0.08,0,0
544,8.1,0.0,0,0
545,6.0,0.0,0,0
546,12.3,0.0,0,0
547,5.6,0.11,0,1
548,4.7,0.0,0,0
549,15.2,0.0,0,0
550,6.6,0.29,0,1
551,5.4,0.08,0,1
552,5.6,0.0,0,0
553,4.9,0.07,0,1
554,1.5,0.11,0,1
555,4.9,0.0,0,0
556,15.4,0.0,0,0
557,5.8,0.01,0,0
558,1.5,0.05,0,0
559,1.5,0.0,0,0
560,2.4,0.34,0,1
561,1.4,0.0,0,0
562,1.9,0.01,0,0
563,0.0,0.27,0,1
564,18.0,0.0,0,0
565,12.1,0.0,0,0
566,9.2,0.34,0,1
567,0.0,0.32,0,1
568,4.8,0.01,0,0
569,3.4,0.29,0,1
570,2.7,0.29,0,1
571,4.5,0.31,0,1
572,0.0,0.05,0,0
573,10.5,0.02,0,0
574,1.5,0.09,0,1
575,5.1,0.0,0,0
576,33.3,0.01,0,0
577,4.7,0.01,0,0
578,5.1,0.0,0,0
579,7.7,0.0,0,0
580,5.8,0.05,0,0
581,4.3,0.0,0,0
582,3.1,0.34,0,1
583,0.0,0.0,0,0
584,1.8,0.04,0,1
585,4.6,0.15,0,1
586,0.6,0.28,0,1
587,6.1,0.0,0,0
588,3.0,0.0,0,0
589,100.0,0.03,0,1
590,100.0,0.32,0,1
591,1.4,0.03,0,1
592,6.2,0.03,0,0
593,17.6,0.0,0,0
594,6.7,0.0,0,0
595,1.7,0.0,0,1
596,3.4,0.0,0,0
597,3.9,0.01,0,0
598,0.0,0.0,0,1
599,3.2,0.03,0,1
600,2.7,0.12,0,1
601,6.4,0.02,0,1
602,6.2,0.0,0,0
603,1.6,0.0,0,0
604,7.5,0.28,0,1
605,15.1,0.04,0,1
606,23.7,0.29,0,1
607,21.6,0.08,0,1
608,1.8,0.0,0,0
609,0.0,0.05,0,0
610,1.5,0.07,0,0
611,5.1,0.0,0,0
612,35.0,0.01,0,1
613,21.7,0.14,0,1
614,6.0,0.04,0,1
615,0.0,0.05,0,1
616,5.0,0.01,0,0
617,4.6,0.21,0,1
618,13.0,0.01,0,1
619,6.1,0.01,0,0
620,0.0,0.18,0,1
621,3.8,0.04,0,1
622,2.9,0.13,0,1
623,1.6,0.0,0,0
624,14.3,0.03,0,1
625,1.6,0.08,0,1
626,1.5,0.0,0,0
627,1.6,0.31,0,1
628,2.9,0.08,0,1
629,3.4,0.07,0,1
630,1.9,0.02,0,0
631,7.4,0.05,0,1
632,0.0,0.0,0,1
633,8.8,0.01,0,0
634,3.2,0.32,0,1
635,7.4,0.02,0,0
636,100.0,0.08,0,0
637,3.1,0.32,0,1
638,0.0,0.0,0,0
639,1.7,0.0,0,0
640,3.1,0.03,0,1
641,3.0,0.08,0,1
642,2.7,0.0,0,0
643,5.0,0.05,0,0
644,7.1,0.27,0,1
645,0.0,0.03,0,1
646,0.0,0.07,0,0
647,0.0,0.0,0,0
648,0.7,0.03,0,1
649,6.2,0.25,0,1
650,1.9,0.07,0,1
651,2.0,0.02,0,1
652,6.7,0.01,0,0
653,5.2,0.1,0,1
654,3.2,0.11,0,1
655,4.9,0.0,0,0
656,3.8,0.01,0,0
657,2.4,0.0,0,1
658,3.6,0.03,0,0
659,3.4,0.0,0,0
660,3.3,0.0,0,1
661,0.0,0.21,0,1
662,4.9,0.01,0,0
663,1.7,0.03,0,1
664,4.2,0.03,0,1
665,0.0,0.02,0,0
666,4.8,0.1,0,1
667,6.2,0.01,0,0
668,3.3,0.0,0,1
669,6.4,0.06,0,1
670,0.0,0.0,0,0
671,6.7,0.0,0,0
672,0.0,0.0,0,0
673,0.0,0.01,0,0
674,0.0,0.0,0,0
675,2.9,0.0,0,0
676,4.2,0.0,0,0
677,0.0,0.0,0,1
678,0.0,0.07,0,1
679,4.4,0.03,0,1
680,0.0,0.0,0,1
681,1.5,0.26,0,1
682,3.8,0.31,0,1
683,4.1,0.01,0,0
684,4.9,0.0,0,0
685,15.2,0.03,0,1
686,14.7,0.11,0,0
687,10.1,0.05,0,0
688,27.9,0.0,0,1
689,15.1,0.0,0,0
690,8.7,0.0,0,1
691,1.6,0.0,0,0
692,7.5,0.11,0,1
693,7.0,0.14,0,1
694,13.3,0.0,0,0
695,10.2,0.1,0,0
696,9.8,0.21,0,1
697,3.0,0.0,0,0
698,1.2,0.27,0,1
699,8.2,0.05,0,0
700,12.3,0.09,0,1
701,4.3,0.01,0,0
702,9.4,0.07,0,0
703,6.0,0.0,0,0
704,3.3,0.0,0,0
705,11.4,0.12,0,1
706,11.1,0.0,0,0
707,3.6,0.0,0,0
708,1.4,0.0,0,0
709,0.0,0.27,0,1
710,1.6,0.0,0,0
711,4.6,0.06,0,0
712,3.3,0.03,0,1
713,0.0,0.02,0,0
714,6.3,0.13,0,1
715,3.2,0.0,0,0
716,9.6,0.0,0,0
717,0.0,0.29,0,1
718,1.6,0.0,0,0
719,0.0,0.0,0,0
720,1.6,0.0,0,0
721,4.8,0.04,0,0
722,1.4,0.0,0,0
723,4.8,0.0,0,0
724,10.6,0.28,0,1
725,13.2,0.08,0,0
726,14.3,0.0,0,1
727,2.1,0.03,0,0
728,9.8,0.11,0,1
729,11.1,0.03,0,1
730,18.3,0.29,0,1
731,12.2,0.0,0,0
732,2.1,0.0,0,0
733,10.0,0.0,0,1
734,20.4,0.0,0,0
735,14.3,0.29,0,1
736,5.8,0.29,0,1
737,9.1,0.17,0,1
738,10.6,0.11,0,1
739,2.6,0.0,0,1
740,2.9,0.0,0,0
741,10.2,0.01,0,0
742,8.2,0.11,0,1
743,1.6,0.24,0,1
744,7.9,0.17,0,1
745,4.4,0.29,0,1
746,4.7,0.04,0,1
747,7.1,0.18,0,0
748,7.9,0.17,0,1
749,0.0,0.09,0,1
750,2.8,0.0,0,0
751,5.6,0.0,0,0
752,3.1,0.1,0,1
753,13.1,0.0,0,0
754,1.7,0.0,0,0
755,0.0,0.01,0,1
756,0.0,0.05,0,0
757,5.3,0.11,0,1
758,6.7,0.01,0,0
759,6.9,0.11,0,1
760,2.3,0.07,0,0
761,4.3,0.0,0,1
762,12.5,0.04,0,1
763,10.6,0.04,0,1
764,3.4,0.07,0,0
765,50.0,0.11,0,1
766,9.5,0.0,0,0
767,4.2,0.03,0,1
768,8.9,0.0,0,0
769,6.3,0.17,0,1
770,0.0,0.03,0,1
771,31.6,0.0,0,0
772,14.8,0.1,0,1
773,3.4,0.0,0,0
774,6.7,0.04,0,1
775,5.5,0.03,0,1
776,19.7,0.0,0,0
777,24.6,0.08,0,1
778,12.5,0.12,0,1
779,10.8,0.0,0,0
780,28.1,0.01,0,0
781,27.0,0.18,0,1
782,25.9,0.01,0,0
783,15.7,0.0,0,0
784,16.7,0.0,0,0
785,16.2,0.0,0,0
786,17.2,0.07,0,0
787,23.1,0.0,0,0
788,16.9,0.0,0,0
789,17.2,0.0,0,1
790,26.2,0.01,0,0
791,7.1,0.0,0,0
792,17.5,0.0,0,0
793,15.5,0.0,0,0
794,7.5,0.11,0,1
795,3.6,0.25,0,1
796,8.5,0.29,0,1
797,12.2,0.0,0,0
798,6.6,0.0,0,0
799,7.1,0.03,0,1
800,3.0,0.08,0,1
801,5.1,0.0,0,0
802,8.0,0.0,0,0
803,12.1,0.0,0,0
804,4.5,0.11,0,1
805,3.4,0.06,0,1
806,4.0,0.34,0,1
807,5.7,0.18,0,1
808,3.3,0.0,0,0
809,6.8,0.0,0,0
810,6.5,0.03,0,1
811,4.8,0.0,0,1
812,100.0,0.32,0,1
813,2.6,0.03,0,1
814,0.0,0.0,0,0
815,0.0,0.0,0,0
816,3.8,0.07,0,1
817,3.3,0.0,0,0
818,6.2,0.0,0,0
819,9.1,0.0,0,0
820,7.8,0.29,0,1
821,6.2,0.11,0,1
822,6.0,0.0,0,0
823,75.0,0.0,0,0
824,14.0,0.02,0,1
825,5.1,0.0,0,0
826,6.5,0.0,0,0
827,0.0,0.1,0,0
828,3.3,0.0,0,0
829,3.5,0.28,0,1
830,67.9,0.0,0,0
831,6.7,0.02,0,0
832,10.4,0.12,0,1
833,15.0,0.0,0,0
834,29.8,0.0,0,0
835,6.9,0.03,0,1
836,8.8,0.0,0,1
837,17.5,0.0,0,0
838,6.2,0.0,0,0
839,3.3,0.05,0,0
840,0.0,0.0,0,0
841,5.0,0.04,0,0
842,3.1,0.04,0,0
843,0.0,0.08,0,0
844,5.0,0.0,0,1
845,3.9,0.01,0,0
846,10.8,0.0,0,0
847,4.2,0.05,0,1
848,1.5,0.0,0,0
849,3.4,0.07,0,0
850,3.3,0.0,0,0
851,10.3,0.1,0,1
852,5.1,0.0,0,0
853,8.5,0.28,0,1
854,4.4,0.05,0,1
855,4.5,0.03,0,0
856,10.6,0.07,0,1
857,14.5,0.07,0,1
858,7.4,0.03,0,0
859,6.8,0.05,0,1
860,8.6,0.0,0,0
861,4.8,0.0,0,0
862,23.6,0.28,0,1
863,23.8,0.01,0,0
864,16.7,0.05,0,0
865,8.2,0.07,0,1
866,14.5,0.03,0,1
867,1.7,0.09,0,0
868,7.9,0.0,0,1
869,3.8,0.11,0,1
870,16.9,0.1,0,1
871,1.9,0.05,0,0
872,5.8,0.03,0,1
873,8.3,0.05,0,1
874,4.6,0.07,0,0
875,55.6,0.01,0,0
876,10.8,0.02,0,0
877,3.3,0.28,0,1
878,0.0,0.01,0,0
879,3.2,0.07,0,0
880,8.9,0.0,0,1
881,0.0,0.07,0,0
882,5.0,0.0,0,0
883,4.1,0.06,0,1
884,2.0,0.18,0,1
885,10.2,0.03,0,1
886,2.9,0.07,0,0
887,1.9,0.0,0,0
888,1.5,0.0,0,1
889,0.0,0.02,0,1
890,5.3,0.34,0,1
891,0.0,0.0,0,0
892,0.0,0.29,0,1
893,3.6,0.0,0,0
894,1.4,0.06,0,1
895,0.0,0.0,0,0
896,0.0,0.06,0,0
897,3.1,0.13,0,1
898,13.0,0.19,0,1
899,10.6,0.28,0,1
900,16.9,0.11,0,1
901,9.1,0.32,0,1
902,0.0,0.03,0,1
903,2.6,0.06,0,1
904,2.0,0.0,0,1
905,2.2,0.0,0,0
906,2.6,0.31,0,1
907,15.6,0.0,0,0
908,8.3,0.02,0,1
909,6.2,0.04,0,1
910,9.1,0.07,0,1
911,9.0,0.01,0,0
912,9.8,0.0,0,0
913,7.9,0.0,0,0
914,0.0,0.0,0,0
915,0.0,0.32,0,1
916,7.9,0.01,0,0
917,8.6,0.05,0,1
918,8.1,0.02,0,0
919,9.4,0.07,0,1
920,6.1,0.05,0,0
921,6.8,0.04,0,1
922,24.1,0.06,0,1
923,22.2,0.25,0,1
924,3.4,0.0,0,0
925,100.0,0.01,0,0
926,4.6,0.12,0,1
927,1.8,0.16,0,1
928,17.1,0.37,0,1
929,7.6,0.0,0,0
930,7.8,0.03,0,1
931,7.5,0.0,0,0
932,6.4,0.0,0,0
933,15.6,0.0,0,0
934,14.3,0.18,0,1
935,22.8,0.01,0,0
936,9.1,0.0,0,0
937,3.3,0.03,0,0
938,15.0,0.3,0,1
939,2.2,0.0,0,0
940,27.6,0.31,0,1
941,10.0,0.13,0,1
942,8.1,0.02,0,1
943,10.5,0.22,0,1
944,10.9,0.17,0,1
945,12.5,0.03,0,1
946,4.2,0.14,0,1
947,19.0,0.34,0,1
948,15.6,0.0,0,0
949,8.9,0.0,0,0
950,4.2,0.03,0,1
951,6.5,0.09,0,0
952,2.1,0.16,0,1
953,0.0,0.07,0,1
954,8.5,0.0,0,0
955,11.8,0.11,0,1
956,5.8,0.0,0,0
957,13.0,0.13,0,1
958,8.5,0.0,0,0
959,4.5,0.0,0,1
960,7.6,0.0,0,1
961,7.9,0.11,0,1
962,11.8,0.08,0,1
963,14.3,0.0,0,1
964,7.2,0.0,0,0
965,15.8,0.0,0,0
966,77.8,0.0,0,0
967,2.8,0.0,0,0
968,12.5,0.0,0,0
969,13.2,0.0,0,0
970,6.2,0.02,0,0
971,5.7,0.0,0,0
972,50.0,0.0,0,0
973,4.1,0.03,0,1
974,5.0,0.18,0,1
975,3.3,0.0,0,0
976,10.4,0.26,0,1
977,20.0,0.16,0,1
978,19.1,0.0,0,0
979,13.5,0.0,0,1
980,22.0,0.06,0,1
981,29.6,0.0,0,0
982,14.0,0.05,0,1
983,13.0,0.01,0,0
984,21.2,0.25,0,0
985,4.0,0.02,0,0
986,14.5,0.0,0,1
987,13.9,0.04,0,0
988,14.6,0.18,0,1
989,11.7,0.29,0,1
990,12.5,0.09,0,0
991,14.9,0.0,0,0
992,100.0,0.03,0,0
993,1.1,0.0,0,0
994,14.0,0.33,0,1
